recording_id,label,source
e01813,0,training-e
e01814,0,training-e
e01815,0,training-e
e01816,0,training-e
e01817,0,training-e
e01818,0,training-e
e01819,0,training-e
e01820,0,training-e
e01821,0,training-e
e01822,0,training-e
e01823,0,training-e
e01824,1,training-e
e01825,0,training-e
e01826,0,training-e
e01827,0,training-e
e01828,0,training-e
e01829,0,training-e
e01830,0,training-e
e01831,0,training-e
e01832,1,training-e
e01833,0,training-e
e01834,0,training-e
e01835,0,training-e
e01836,0,training-e
e01837,0,training-e
e01838,0,training-e
e01839,0,training-e
e01840,0,training-e
e01841,0,training-e
e01842,0,training-e
e01843,0,training-e
e01844,0,training-e
e01845,0,training-e
e01846,1,training-e
e01847,0,training-e
e01848,1,training-e
e01849,0,training-e
e01850,0,training-e
e01851,0,training-e
e01852,0,training-e
e01853,0,training-e
e01854,0,training-e
e01855,1,training-e
e01856,1,training-e
e01857,1,training-e
e01858,0,training-e
e01859,0,training-e
e01860,0,training-e
e01861,0,training-e
e01862,0,training-e
e01863,0,training-e
e01864,0,training-e
e01865,0,training-e
e01866,0,training-e
e01867,1,training-e
e01868,0,training-e
e01869,1,training-e
e01870,0,training-e
e01871,0,training-e
e01872,0,training-e
e01873,0,training-e
e01874,0,training-e
e01875,0,training-e
e01876,0,training-e
e01877,0,training-e
e01878,0,training-e
e01879,0,training-e
e01880,0,training-e
e01881,1,training-e
e01882,0,training-e
e01883,0,training-e
e01884,0,training-e
e01885,0,training-e
e01886,0,training-e
e01887,0,training-e
e01888,0,training-e
e01889,0,training-e
e01890,0,training-e
e01891,0,training-e
e01892,0,training-e
e01893,0,training-e
e01894,0,training-e
e01895,0,training-e
e01896,0,training-e
e01897,0,training-e
e01898,0,training-e
e01899,0,training-e
e01900,0,training-e
e01901,0,training-e
e01902,0,training-e
e01903,0,training-e
e01904,0,training-e
e01905,0,training-e
e01906,0,training-e
e01907,0,training-e
e01908,0,training-e
e01909,0,training-e
e01910,0,training-e
e01911,0,training-e
e01912,0,training-e
e01913,0,training-e
e01914,0,training-e
e01915,0,training-e
e01916,0,training-e
e01917,1,training-e
e01918,0,training-e
e01919,0,training-e
e01920,0,training-e
e01921,0,training-e
e01922,1,training-e
e01923,0,training-e
e01924,0,training-e
e01925,0,training-e
e01926,0,training-e
e01927,0,training-e
e01928,0,training-e
e01929,1,training-e
e01930,0,training-e
e01931,0,training-e
e01932,0,training-e
e01933,0,training-e
e01934,0,training-e
e01935,0,training-e
e01936,0,training-e
e01937,0,training-e
e01938,0,training-e
e01939,0,training-e
e01940,0,training-e
e01941,0,training-e
e01942,0,training-e
e01943,0,training-e
e01944,0,training-e
e01945,0,training-e
e01946,0,training-e
e01947,0,training-e
e01948,0,training-e
e01949,0,training-e
e01950,0,training-e
e01951,0,training-e
e01952,0,training-e
e01953,1,training-e
e01954,0,training-e
e01955,0,training-e
e01956,0,training-e
e01957,0,training-e
e01958,0,training-e
e01959,0,training-e
e01960,0,training-e
e01961,0,training-e
e01962,1,training-e
e01963,0,training-e
e01964,0,training-e
e01965,0,training-e
e01966,0,training-e
e01967,1,training-e
e01968,0,training-e
e01969,0,training-e
e01970,0,training-e
e01971,1,training-e
e01972,0,training-e
e01973,0,training-e
e01974,0,training-e
e01975,0,training-e
e01976,0,training-e
e01977,0,training-e
e01978,1,training-e
e01979,0,training-e
e01980,0,training-e
e01981,0,training-e
e01982,0,training-e
e01983,0,training-e
e01984,0,training-e
e01985,0,training-e
e01986,0,training-e
e01987,0,training-e
e01988,0,training-e
e01989,0,training-e
e01990,0,training-e
e01991,0,training-e
e01992,1,training-e
e01993,0,training-e
e01994,0,training-e
e01995,1,training-e
e01996,0,training-e
e01997,0,training-e
e01998,0,training-e
e01999,0,training-e
e02000,0,training-e
e02001,0,training-e
e02002,0,training-e
e02003,0,training-e
e02004,0,training-e
e02005,0,training-e
e02006,0,training-e
e02007,0,training-e
e02008,0,training-e
e02009,0,training-e
e02010,0,training-e
e02011,0,training-e
e02012,0,training-e
e02013,0,training-e
e02014,0,training-e
e02015,0,training-e
e02016,0,training-e
e02017,0,training-e
e02018,0,training-e
e02019,0,training-e
e02020,0,training-e
e02021,0,training-e
e02022,0,training-e
e02023,0,training-e
e02024,0,training-e
e02025,0,training-e
e02026,0,training-e
e02027,0,training-e
e02028,0,training-e
e02029,0,training-e
e02030,1,training-e
e02031,0,training-e
e02032,1,training-e
e02033,0,training-e
e02034,0,training-e
e02035,0,training-e
e02036,0,training-e
e02037,0,training-e
e02038,0,training-e
e02039,0,training-e
e02040,0,training-e
e02041,0,training-e
e02042,0,training-e
e02043,0,training-e
e02044,1,training-e
e02045,0,training-e
e02046,0,training-e
e02047,0,training-e
e02048,0,training-e
e02049,0,training-e
e02050,0,training-e
e02051,0,training-e
e02052,0,training-e
e02053,0,training-e
e02054,0,training-e
e02055,0,training-e
e02056,0,training-e
e02057,0,training-e
e02058,0,training-e
e02059,0,training-e
e02060,0,training-e
e02061,0,training-e
e02062,0,training-e
e02063,0,training-e
e02064,0,training-e
e02065,1,training-e
e02066,0,training-e
e02067,0,training-e
e02068,0,training-e
e02069,0,training-e
e02070,0,training-e
e02071,0,training-e
e02072,0,training-e
e02073,0,training-e
e02074,1,training-e
e02075,0,training-e
e02076,0,training-e
e02077,0,training-e
e02078,0,training-e
e02079,0,training-e
e02080,0,training-e
e02081,0,training-e
e02082,0,training-e
e02083,0,training-e
e02084,0,training-e
e02085,1,training-e
e02086,0,training-e
e02087,0,training-e
e02088,0,training-e
e02089,0,training-e
e02090,0,training-e
e02091,0,training-e
e02092,0,training-e
e02093,0,training-e
e02094,0,training-e
e02095,0,training-e
e02096,0,training-e
e02097,1,training-e
e02098,0,training-e
e02099,0,training-e
e02100,0,training-e
e02101,1,training-e
e02102,1,training-e
e02103,0,training-e
e02104,0,training-e
e02105,0,training-e
e02106,0,training-e
e02107,0,training-e
e02108,1,training-e
e02109,0,training-e
e02110,0,training-e
e02111,0,training-e
e02112,0,training-e
e02113,0,training-e
e02114,0,training-e
e02115,0,training-e
e02116,0,training-e
e02117,0,training-e
e02118,0,training-e
e02119,0,training-e
e02120,0,training-e
e02121,1,training-e
e02122,0,training-e
e02123,0,training-e
e02124,0,training-e
e02125,0,training-e
e02126,1,training-e
e02127,0,training-e
e02128,0,training-e
e02129,0,training-e
e02130,0,training-e
e02131,0,training-e
e02132,0,training-e
e02133,1,training-e
e02134,0,training-e
e02135,1,training-e
e02136,0,training-e
e02137,1,training-e
e02138,0,training-e
e02139,0,training-e
e02140,0,training-e
e02141,0,training-e
f0001,0,training-f
f0002,0,training-f
f0003,1,training-f
f0004,0,training-f
f0005,0,training-f
f0006,0,training-f
f0007,1,training-f
f0008,1,training-f
f0009,0,training-f
f0010,0,training-f
f0011,0,training-f
f0012,1,training-f
f0013,0,training-f
f0014,0,training-f
f0015,0,training-f
f0016,0,training-f
f0017,0,training-f
f0018,1,training-f
f0019,0,training-f
f0020,1,training-f
f0021,0,training-f
f0022,0,training-f
f0023,0,training-f
f0024,0,training-f
f0025,0,training-f
f0026,0,training-f
f0027,0,training-f
f0028,0,training-f
f0029,1,training-f
f0030,0,training-f
f0031,0,training-f
f0032,0,training-f
f0033,0,training-f
f0034,1,training-f
f0035,1,training-f
f0036,0,training-f
f0037,0,training-f
f0038,0,training-f
f0039,0,training-f
f0040,0,training-f
f0041,1,training-f
f0042,0,training-f
f0043,0,training-f
f0044,0,training-f
f0045,1,training-f
f0046,0,training-f
f0047,1,training-f
f0048,0,training-f
f0049,0,training-f
f0050,1,training-f
f0051,0,training-f
f0052,1,training-f
f0053,0,training-f
f0054,0,training-f
f0055,0,training-f
f0056,1,training-f
f0057,1,training-f
f0058,0,training-f
f0059,0,training-f
f0060,1,training-f
f0061,0,training-f
f0062,0,training-f
f0063,1,training-f
f0064,1,training-f
f0065,0,training-f
f0066,0,training-f
f0067,1,training-f
f0068,1,training-f
f0069,1,training-f
f0070,0,training-f
f0071,1,training-f
f0072,1,training-f
f0073,0,training-f
f0074,0,training-f
f0075,0,training-f
f0076,0,training-f
f0077,0,training-f
f0078,0,training-f
f0079,1,training-f
f0080,0,training-f
f0081,0,training-f
f0082,1,training-f
f0083,1,training-f
f0084,0,training-f
f0085,1,training-f
f0086,0,training-f
f0087,0,training-f
f0088,0,training-f
f0089,1,training-f
f0090,1,training-f
f0091,0,training-f
f0092,0,training-f
f0093,1,training-f
f0094,0,training-f
f0095,0,training-f
f0096,1,training-f
f0097,0,training-f
f0098,0,training-f
f0099,1,training-f
f0100,0,training-f
f0101,0,training-f
f0102,0,training-f
f0103,1,training-f
f0104,0,training-f
f0105,0,training-f
f0106,0,training-f
f0107,0,training-f
f0108,0,training-f
f0109,0,training-f
f0110,0,training-f
f0111,0,training-f
f0112,0,training-f
f0113,0,training-f
f0114,0,training-f
